label0_proba,label1_proba
0.628,0.372
0.48,0.52
0.064,0.936
0.24,0.76
0.068,0.932
0.124,0.876
0.632,0.368
0.092,0.908
0.076,0.924
0.376,0.624
0.272,0.728
0.424,0.576
0.088,0.912
0.444,0.556
0.18,0.82
0.212,0.788
0.272,0.728
0.08,0.92
0.308,0.692
0.236,0.764
0.16,0.84
0.628,0.372
0.324,0.676
0.252,0.748
0.816,0.184
0.648,0.352
0.128,0.872
0.04,0.96
0.376,0.624
0.072,0.928
0.084,0.916
0.048,0.952
0.58,0.42
0.252,0.748
0.712,0.288
0.244,0.756
0.188,0.812
0.396,0.604
0.652,0.348
0.048,0.952
0.056,0.944
0.076,0.924
0.52,0.48
0.124,0.876
0.476,0.524
0.268,0.732
0.612,0.388
0.1,0.9
0.04,0.96
0.164,0.836
0.52,0.48
0.172,0.828
0.484,0.516
0.296,0.704
0.224,0.776
0.772,0.228
0.708,0.292
0.22,0.78
0.648,0.352
0.048,0.952
0.224,0.776
0.268,0.732
0.5,0.5
0.16,0.84
0.208,0.792
0.596,0.404
0.396,0.604
0.264,0.736
0.128,0.872
0.056,0.944
0.504,0.496
0.512,0.488
0.104,0.896
0.468,0.532
0.432,0.568
0.404,0.596
0.052,0.948
0.228,0.772
0.112,0.888
0.736,0.264
0.572,0.428
0.792,0.208
0.608,0.392
0.512,0.488
0.26,0.74
0.372,0.628
0.14,0.86
0.228,0.772
0.58,0.42
0.632,0.368
0.36,0.64
0.472,0.528
0.3,0.7
0.072,0.928
0.492,0.508
0.392,0.608
0.456,0.544
0.112,0.888
