label0_proba,label1_proba
0.16,0.84
0.524,0.476
0.008,0.992
0.604,0.396
0.584,0.416
0.208,0.792
0.1,0.9
0.628,0.372
0.168,0.832
0.328,0.672
0.092,0.908
0.04,0.96
0.308,0.692
0.82,0.18
0.244,0.756
0.14,0.86
0.036,0.964
0.52,0.48
0.172,0.828
0.432,0.568
0.1,0.9
0.028,0.972
0.096,0.904
0.448,0.552
0.348,0.652
0.392,0.608
0.644,0.356
0.416,0.584
0.464,0.536
0.36,0.64
0.524,0.476
0.108,0.892
0.044,0.956
0.68,0.32
0.596,0.404
0.184,0.816
0.412,0.588
0.516,0.484
0.004,0.996
0.424,0.576
0.66,0.34
0.36,0.64
0.484,0.516
0.784,0.216
0.028,0.972
0.288,0.712
0.36,0.64
0.02,0.98
0.752,0.248
0.18,0.82
0.864,0.136
0.696,0.304
0.024,0.976
0.448,0.552
0.096,0.904
0.916,0.084
0.592,0.408
0.3,0.7
0.696,0.304
0.08,0.92
0.296,0.704
0.456,0.544
0.648,0.352
0.26,0.74
0.58,0.42
0.452,0.548
0.46,0.54
0.08,0.92
0.732,0.268
0.148,0.852
0.432,0.568
0.656,0.344
0.176,0.824
0.236,0.764
0.036,0.964
0.036,0.964
0.572,0.428
0.32,0.68
0.952,0.048
0.452,0.548
0.748,0.252
0.4,0.6
0.868,0.132
0.108,0.892
0.056,0.944
0.576,0.424
0.608,0.392
0.036,0.964
0.136,0.864
0.4,0.6
0.728,0.272
0.088,0.912
0.552,0.448
0.104,0.896
0.016,0.984
0.684,0.316
0.452,0.548
